,Mês,Identificação,Nome do Produto,Un,Quantidade,Custo Unitário,Custo Total,Valor Unitário,Valor Total,Margem
1702,Outubro,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,54.0,0.92,49.68,2.31,124.8,60.19
1703,Outubro,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,915.0,0.8719,797.84,2.24,2053.1,61.14
1704,Outubro,1539,GOLA AD.65%POLI / 35%VISC - VD BANDEIRA,PC,60.0,0.9,54.0,2.5,150.0,64.0
1705,Outubro,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,185.0,0.97,179.45,2.22,410.4,56.27
1706,Outubro,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,428.0,0.82,350.96,2.32,994.2,64.7
1707,Outubro,1538,GOLA AD.65%POLI / 35%VISC - VERMELHO,PC,10.0,0.9,9.0,2.2,22.0,59.09
1708,Outubro,1600,GOLA AD.65%POLI / 35%VISC - VINHO,PC,49.0,0.81,39.69,2.25,110.4,64.05
1709,Outubro,1715,GOLA AD. 65%POLIESTER - ROSA PINK,UN,10.0,0.79,7.9,2.5,25.0,68.4
1710,Outubro,1657,GOLA PV RETILINEA - AZ MARINHO,PC,551.0,0.94,517.94,2.33,1283.5,59.65
1711,Outubro,1701,GOLA PV RETILINEA - BRANCO,PC,81.0,0.78,63.18,2.3,186.3,66.09
1712,Outubro,1695,GOLA PV RETILINEA - CHUMBO,PC,18.0,0.84,15.12,2.28,41.0,63.12
1713,Outubro,1658,GOLA PV RETILINEA - PRETO,PC,261.0,0.92,240.12,2.32,606.5,60.41
1714,Outubro,1694,GOLA PV RETILINEA  - ROYAL,PC,156.0,0.812,126.68,2.39,372.9,66.03
1715,Outubro,1714,GOLA PV RETILINEA - VERMELHO,UN,63.0,0.95,59.85,2.35,148.3,59.64
1716,Outubro,1251,HELANCA 100% POLIESTER - AMARELO OURO,KG,3.58,17.7094,63.4,33.04,118.28,46.4
1717,Outubro,1127,HELANCA 100% POLIESTER - AZUL MARINHO,KG,226.345,16.6499,3768.64,28.2,6383.16,40.96
1718,Outubro,1125,HELANCA 100% POLIESTER - AZUL ROYAL,KG,302.251,17.0453,5151.96,28.29,8549.7,39.74
1719,Outubro,1129,HELANCA 100% POLIESTER - BRANCA,KG,130.999,14.2679,1869.09,31.14,4079.9,54.19
1720,Outubro,1580,HELANCA 100% POLIESTER - CHUMBO,KG,76.582,16.32,1249.82,28.32,2168.97,42.38
1721,Outubro,1248,HELANCA 100% POLIESTER - PRETO,KG,756.217,17.1697,12984.03,26.63,20134.63,35.51
1722,Outubro,1249,HELANCA 100% POLIESTER - VERDE BANDEIRA,KG,14.326,16.7101,239.39,31.61,452.81,47.13
1723,Outubro,1343,HELANCA 100% POLIESTER - VERDE MUSGO,KG,3.14,17.0605,53.57,30.1,94.5,43.31
1724,Outubro,1130,HELANCA 100% POLIESTER - VERMELHO,KG,5.93,18.9696,112.49,31.76,188.33,40.27
1725,Outubro,1543,MALHA ESPORTIVA 100% POLIESTER -AMARELO,KG,64.351,19.3299,1243.9,35.18,2264.06,45.06
1726,Outubro,1502,MALHA ESPORTIVA 100% POLIESTER -BANDEIRA,KG,139.412,22.5398,3142.33,34.16,4762.66,34.02
1727,Outubro,1146,MALHA ESPORTIVA 100% POLIESTER -BRANCO,KG,6488.371,14.2699,92589.04,27.97,181454.4,48.97
1728,Outubro,1529,MALHA ESPORTIVA 100% POLIESTER -LARANJA,KG,51.175,20.32,1039.88,35.38,1810.5,42.56
1729,Outubro,1530,MALHA ESPORTIVA 100% POLIESTER -LIMAO,KG,226.818,19.8099,4493.26,32.15,7291.7,38.38
1730,Outubro,1573,MALHA ESPORTIVA 100% POLIESTER -MARINHO,KG,292.778,19.5899,5735.52,32.52,9521.65,39.76
1731,Outubro,1577,MALHA ESPORTIVA 100% POLIESTER -PINK,KG,89.365,23.8621,2132.44,36.3,3244.22,34.27
1732,Outubro,1565,MALHA ESPORTIVA 100% POLIESTER -PRATA,KG,71.909,17.8899,1286.45,35.5,2552.56,49.6
1733,Outubro,1501,MALHA ESPORTIVA 100% POLIESTER -PRETO,KG,761.403,20.1868,15370.32,33.09,25193.79,38.99
1734,Outubro,1156,MALHA ESPORTIVA 100% POLIESTER -ROYAL,KG,286.384,19.7399,5653.2,33.71,9653.41,41.44
1735,Outubro,1500,MALHA ESPORTIVA 100% POLIESTER -VERMELHO,KG,106.138,20.6174,2188.29,35.38,3755.53,41.73
1736,Outubro,1570,MEIA MALHA 100% POLIESTER - AM CANARIO,KG,131.488,16.302,2143.52,29.52,3881.6,44.78
1737,Outubro,1568,MEIA MALHA 100% POLIESTER - AZ MARINHO,KG,580.062,16.2423,9421.56,28.32,16428.72,42.65
1738,Outubro,1571,MEIA MALHA 100% POLIESTER - AZ MOTORISTA,KG,136.72,15.8692,2169.64,31.47,4302.92,49.58
1739,Outubro,1567,MEIA MALHA 100% POLIESTER - AZUL ROYAL,KG,726.852,16.4002,11920.58,29.33,21316.19,44.08
1740,Outubro,1588,MEIA MALHA 100% POLIESTER - BEGE,KG,137.496,15.6799,2155.93,29.05,3993.96,46.02
1741,Outubro,1312,MEIA MALHA 100% POLIESTER - BRANCA,KG,5251.229,14.5863,76596.25,24.94,130987.66,41.52
1742,Outubro,1572,MEIA MALHA 100% POLIESTER - CINZA PRATA,KG,255.401,15.6899,4007.24,29.65,7572.12,47.08
1743,Outubro,1566,MEIA MALHA 100% POLIESTER - FERRARI,KG,224.576,17.5211,3934.84,29.32,6584.36,40.24
1744,Outubro,1596,MEIA MALHA 100% POLIESTER - LARANJA,KG,141.6,16.7684,2374.41,30.11,4264.11,44.32
1745,Outubro,1682,MEIA MALHA 100% POLIESTER -  NAUTICO,KG,86.978,16.6399,1447.31,28.79,2504.51,42.21
1746,Outubro,1589,MEIA MALHA 100% POLIESTER - PEROLA,KG,200.59,15.5999,3129.2,27.15,5446.44,42.55
1747,Outubro,1587,MEIA MALHA 100% POLIESTER - PETROLEO,KG,90.723,19.28,1749.14,28.59,2593.58,32.56
1748,Outubro,1579,MEIA MALHA 100% POLIESTER - PINK,KG,372.588,16.38,6103.01,29.18,10873.16,43.87
1749,Outubro,1563,MEIA MALHA 100% POLIESTER - PRETO,KG,907.822,17.3164,15720.22,29.41,26695.98,41.11
1750,Outubro,1646,MEIA MALHA 100% POLIESTER - ROSA BEBE,KG,103.423,15.7255,1626.38,29.68,3069.22,47.01
1751,Outubro,1578,MEIA MALHA 100% POLIESTER - VERDE FOLHA,KG,263.577,18.02,4749.67,31.91,8410.79,43.53
1752,Outubro,23,M/M 100% ALGODAO PENTEADA - AZ MARINHO,KG,91.096,26.7698,2438.63,48.3,4400.12,44.58
1753,Outubro,16,M/M 100% ALGODAO PENTEADA - AZUL ROYAL,KG,29.461,26.4298,778.65,44.47,1310.13,40.57
1754,Outubro,1326,M/M 100% ALGODAO PENTEADA - BRANCO,KG,40.643,17.1397,696.61,41.12,1671.31,58.32
1755,Outubro,179,M/M 100% ALGODAO PENTEADA - PRETA,KG,227.127,19.67,4467.6,42.62,9681.19,53.85
1756,Outubro,1551,MM 96% POLIESTER/4% ELASTANO - BRANCO,KG,52.21,26.5901,1388.27,36.95,1929.09,28.03
1757,Outubro,1475,M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA,KG,14.335,25.4607,364.98,48.59,696.5,47.6
1758,Outubro,1465,M/M PIQUET 50%POL/50%ALG - AZUL MARINHO,KG,275.758,20.9661,5781.58,45.15,12450.54,53.56
1759,Outubro,1491,M/M PIQUET 50%POL/50%ALG - AZUL ROYAL,KG,222.508,23.3801,5202.26,44.76,9959.74,47.77
1760,Outubro,172,M/M PIQUET 50%POL/50%ALG - BRANCO,KG,196.027,17.1399,3359.9,40.2,7880.63,57.37
1761,Outubro,1520,M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO,KG,30.776,20.01,615.83,45.87,1411.82,56.38
1762,Outubro,1519,M/M PIQUET 50%POL/50%ALG - CINZA PRATA,KG,51.3,18.8298,965.97,43.71,2242.23,56.92
1763,Outubro,42,M/M PIQUET 50%POL/50%ALG - GRAFITE,KG,68.936,24.044,1657.5,45.15,3112.34,46.74
1764,Outubro,1470,M/M PIQUET 50%POL/50%ALG - PRETO,KG,392.766,19.8773,7807.15,46.03,18077.95,56.81
1765,Outubro,1521,M/M PIQUET 50%POL/50%ALG - VD BANDEIRA,KG,61.902,21.5005,1330.93,45.83,2837.11,53.09
1766,Outubro,1473,M/M PIQUET 50%POL/50%ALG - VERDE MUSGO,KG,278.04,20.6199,5733.18,46.61,12960.82,55.77
1767,Outubro,1464,M/M PIQUET 50%POL/50%ALG - VERMELHO,KG,47.787,24.5769,1174.46,47.24,2257.51,47.98
1768,Outubro,1602,M/M PIQUET 50%POL/50%ALG - VINHO,KG,33.885,21.3297,722.76,48.8,1653.7,56.29
1769,Outubro,1655,M/M PIQUET 65%POLI.35%VISC - AZ MARINHO,KG,62.576,19.3601,1211.48,39.43,2467.18,50.9
1770,Outubro,453,M/M PIQUET 65%POLI.35%VISC - BRANCO,KG,36.296,18.3502,666.04,38.98,1414.75,52.92
1771,Outubro,1552,M/M PIQUET 65%POLI. 35%VISC - MESCLA,KG,2159.847,18.48,39913.99,32.44,70069.68,43.04
1772,Outubro,1656,M/M PIQUET 65%POLI. 35%VISC - PRETO,KG,65.682,20.4701,1344.52,39.88,2619.7,48.68
1773,Outubro,1691,M/M PIQUET - 65% POLIESTER/35% - CHUMBO,KG,5.627,21.0396,118.39,40.18,226.11,47.64
1774,Outubro,1690,M/M PIQUET - 65% POLIESTER/35% - ROYAL,KG,55.854,21.028,1174.5,38.65,2158.57,45.59
1775,Outubro,1713,M/M PIQUET PV - VERMELHO,KG,20.914,20.0502,419.33,39.65,829.23,49.43
1776,Outubro,1621,M/M PV 65%POLIEST. 35%VISC. - AM CANARIO,KG,326.092,18.1617,5922.4,34.48,11244.49,47.33
1777,Outubro,1628,M/M PV 65%POLIEST. 35%VISC. - AM OURO,KG,82.101,17.8503,1465.53,36.52,2997.98,51.12
1778,Outubro,1607,M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO,KG,2344.321,19.1056,44789.73,32.45,76070.91,41.12
1779,Outubro,1645,M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE,KG,79.967,17.7899,1422.61,31.39,2509.79,43.32
1780,Outubro,1606,M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL,KG,2620.162,19.4024,50837.51,32.95,86338.89,41.12
1781,Outubro,1612,M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA,KG,76.12,17.9301,1364.84,34.67,2639.46,48.29
1782,Outubro,1544,M/M PV 65%POLIEST. 35%VISC. - BRANCO,KG,3133.846,16.1906,50739.0,28.29,88664.9,42.77
1783,Outubro,1644,M/M PV 65%POLIEST. 35%VISC. - CAQUI,KG,192.34,18.3099,3521.74,33.29,6403.63,45.0
1784,Outubro,1632,M/M PV 65%POLIEST. 35%VISC. - CELESTE,KG,113.7,18.8637,2144.81,32.44,3688.73,41.86
1785,Outubro,1629,M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO,KG,893.763,18.37,16418.44,32.7,29228.24,43.83
1786,Outubro,1662,M/M PV 65%POLIEST. 35%VISC. - CZ FORTE,KG,70.085,19.2101,1346.34,32.44,2273.51,40.78
1787,Outubro,1617,M/M PV 65%POLIEST. 35%VISC. - CZ PRATA,KG,414.415,17.9497,7438.65,30.02,12441.15,40.21
1788,Outubro,1627,M/M PV 65%POLIEST. 35%VISC. - ESMERALDA,KG,53.115,19.9307,1058.62,31.83,1690.48,37.38
1789,Outubro,1610,M/M PV 65%POLIEST. 35%VISC. - FERRARI,KG,574.697,19.4749,11192.2,32.43,18638.22,39.95
1790,Outubro,1635,M/M PV 65%POLIEST. 35%VISC. - GRAFITE,KG,1087.567,19.9022,21645.01,32.96,35848.98,39.62
1791,Outubro,1622,M/M PV 65%POLIEST. 35%VISC. - JADE,KG,221.395,22.1501,4903.93,32.83,7267.66,32.52
1792,Outubro,1615,M/M PV 65%POLIEST. 35%VISC. - LARANJA,KG,847.803,19.2901,16354.23,32.54,27586.38,40.72
1793,Outubro,1643,M/M PV 65%POLIEST. 35%VISC. - MARROM,KG,93.434,20.1001,1878.04,32.71,3056.53,38.56
1794,Outubro,1634,M/M PV 65%POLIEST. 35%VISC. - MOTORISTA,KG,228.6,17.38,3973.09,33.45,7647.17,48.04
1795,Outubro,1641,M/M PV 65%POLIEST. 35%VISC. - PEROLA,KG,44.3,18.3503,812.92,33.15,1468.75,44.65
1796,Outubro,1619,M/M PV 65%POLIEST. 35%VISC. - PETROLEO,KG,763.74,20.9299,15985.07,34.43,26296.97,39.21
1797,Outubro,1616,M/M PV 65%POLIEST. 35%VISC. - PINK,KG,366.118,17.9099,6557.17,33.72,12344.14,46.88
1798,Outubro,1609,M/M PV 65%POLIEST. 35%VISC. - PRETO,KG,4469.518,18.7908,83985.91,32.9,147039.54,42.88
1799,Outubro,1625,M/M PV 65%POLIEST. 35%VISC. - ROXO,KG,356.55,18.7699,6692.42,33.8,12052.7,44.47
1800,Outubro,1611,M/M PV 65%POLIEST. 35%VISC. - VD FOLHA,KG,1300.788,22.1263,28781.73,33.25,43252.58,33.46
1801,Outubro,1626,M/M PV 65%POLIEST. 35%VISC. - VD LIMAO,KG,266.185,22.3083,5938.14,33.51,8920.51,33.43
1802,Outubro,1623,M/M PV 65%POLIEST. 35%VISC. - VD MUSGO,KG,611.674,20.0599,12270.18,33.95,20768.87,40.92
1803,Outubro,1624,M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA,KG,133.941,17.5072,2344.94,28.47,3813.2,38.5
1804,Outubro,1608,M/M PV 65%POLIEST. 35%VISC. - VERMELHO,KG,323.29,19.8264,6409.69,32.82,10609.6,39.59
1805,Outubro,1620,M/M PV 65%POLIEST. 35%VISC. - VINHO,KG,351.679,19.0199,6688.92,32.72,11507.63,41.87
1806,Outubro,842,M/M PV 67%POLIEST. 33%VISC. - MESCLA,KG,2018.317,18.4747,37287.83,31.68,63947.52,41.69
1807,Outubro,939,MOLETOM PA FLANELADO - BRANCO,KG,984.34,20.88,20553.02,35.9,35337.81,41.84
1808,Outubro,1494,PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO,PC,399.0,0.4955,197.74,2.19,875.3,77.41
1809,Outubro,1007,PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL,PC,416.0,0.54,224.64,2.27,945.5,76.24
1810,Outubro,1004,PUNHO AD. 50%ALG / 50%POLI - BRANCO,PC,237.0,0.4216,99.92,2.18,516.9,80.67
1811,Outubro,1550,PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA,PC,91.0,0.45,40.95,2.19,199.6,79.48
1812,Outubro,1557,PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO,PC,138.0,0.46,63.48,2.38,328.4,80.67
1813,Outubro,1006,PUNHO AD. 50%ALG / 50%POLI - GRAFITE,PC,173.0,0.52,89.96,2.21,381.7,76.43
1814,Outubro,1558,PUNHO AD. 50%ALG / 50%POLI - MOTORISTA,PC,77.0,0.5,38.5,2.32,178.5,78.43
1815,Outubro,1492,PUNHO AD. 50%ALG / 50%POLI - PRETO,PC,764.0,0.4701,359.2,2.21,1689.7,78.74
1816,Outubro,1541,PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA,PC,160.0,0.51,81.6,2.17,347.8,76.54
1817,Outubro,1549,PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO,PC,630.0,0.5003,315.22,2.34,1476.4,78.65
1818,Outubro,1493,PUNHO AD. 50%ALG / 50%POLI - VERMELHO,PC,187.0,0.5122,95.8,2.17,406.6,76.44
1819,Outubro,1604,PUNHO AD. 50%ALG / 50%POLI - VINHO,PC,89.0,0.57,50.73,2.3,204.8,75.23
1820,Outubro,1650,PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO,KG,3.187,27.5807,87.9,49.91,159.07,44.74
1821,Outubro,295,PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL,KG,0.91,25.6043,23.3,50.31,45.78,49.1
1822,Outubro,282,PUNHO M/M 98% ALG 2% ELAST - BRANCO,KG,3.58,19.4888,69.77,50.06,179.21,61.07
1823,Outubro,1225,PUNHO M/M 98% ALG 2% ELAST - PRETO,KG,5.472,22.0193,120.49,48.93,267.73,55.0
1824,Outubro,1554,PUNHO PV RETILINEO - MESCLA,PC,4283.0,0.76,3255.08,2.16,9247.95,64.8
1825,Outubro,1693,PUNHO RET. P/MALHA PIQUET - 65 - CHUMBO,PC,23.0,0.52,11.96,2.28,52.5,77.22
1826,Outubro,1697,PUNHO RET. P/MALHA PIQUET - 65 - MARINHO,PC,459.0,0.572,262.56,2.37,1086.7,75.84
1827,Outubro,1699,PUNHO RET. P/MALHA PIQUET - 65 - PRETO,PC,211.0,0.58,122.38,2.31,486.5,74.84
1828,Outubro,1692,PUNHO RET. P/MALHA PIQUET - 65 - ROYAL,PC,156.0,0.5377,83.89,2.39,372.9,77.5
1829,Outubro,1702,PUNHO RET. P/MALHA PIQUET - BRANCO,PC,61.0,0.48,29.28,2.3,140.3,79.13
1830,Outubro,1712,PUNHO RET. P/MALHA PIQUET - VERMELHO,UN,63.0,0.67,42.21,2.35,148.3,71.54
1831,Outubro,1710,RIBANA PP 100% PES. - AMARELO BRILHANTE,KG,1.67,18.5089,30.91,49.31,82.34,62.46
1832,Outubro,1698,RIBANA PP 100% PES. - AZUL MOTORISTA,KG,1.193,17.1835,20.5,49.7,59.29,65.42
1833,Outubro,1705,RIBANA PP 100% PES. - BEGE,KG,0.945,17.0899,16.15,48.14,45.49,64.5
1834,Outubro,1707,RIBANA PP 100% PES. - CINZA PRATA,KG,1.051,18.116,19.04,50.73,53.32,64.29
1835,Outubro,1688,RIBANA PP 100% PES. - LARANJA,KG,3.454,18.1818,62.8,50.67,175.02,64.12
1836,Outubro,1685,RIBANA PP 100% PES. - MARINHO,KG,20.093,17.3463,348.54,46.27,929.66,62.51
1837,Outubro,1686,RIBANA PP 100% PES. - NAUTICO,KG,2.612,19.5597,51.09,48.95,127.85,60.04
1838,Outubro,280,RIBANA PP 100% PES. - PÉROLA,KG,1.6,19.2312,30.77,48.0,76.8,59.93
1839,Outubro,1709,RIBANA PP 100% PES. - PETROLEO,KG,1.235,22.9716,28.37,49.04,60.57,53.16
1840,Outubro,1706,RIBANA PP 100% PES. - PRETO,KG,13.966,18.6123,259.94,48.55,678.08,61.67
1841,Outubro,1708,RIBANA PP 100% PES. - ROSA BEBE,KG,4.538,17.252,78.29,47.97,217.68,64.03
1842,Outubro,1711,RIBANA PP 100% PES. - ROSA PINK,KG,4.28,17.6448,75.52,48.62,208.1,63.71
1843,Outubro,1687,RIBANA PP 100% PES. - ROYAL,KG,12.998,17.8088,231.48,47.26,614.25,62.32
1844,Outubro,1703,RIBANA PP 100% PES. - VERDE FOLHA,KG,1.095,21.4977,23.54,47.77,52.31,55.0
1845,Outubro,1704,RIBANA PP 100% PES. - VERMELHO FERRARI,KG,4.583,20.8356,95.49,47.23,216.47,55.89
1846,Outubro,1293,RIBANA PV 65%P / 35%V - AMARELO CANARIO,KG,13.41,21.554,289.04,47.24,633.53,54.38
1847,Outubro,1098,RIBANA PV 65%P / 35%V - AMARELO OURO,KG,6.162,25.9201,159.72,46.66,287.54,44.45
1848,Outubro,119,RIBANA PV 65%P / 35%V - AZUL BEBE,KG,1.424,24.3398,34.66,49.81,70.93,51.13
1849,Outubro,122,RIBANA PV 65%P / 35%V - AZUL MARINHO,KG,53.048,22.0777,1171.18,47.61,2525.81,53.63
1850,Outubro,1298,RIBANA PV 65%P / 35%V - AZUL MOTORISTA,KG,8.965,25.691,230.32,47.59,426.62,46.01
1851,Outubro,120,RIBANA PV 65%P / 35%V - AZUL ROYAL,KG,66.514,24.63,1638.24,47.32,3147.26,47.95
1852,Outubro,1630,RIBANA PV 65%P / 35%V - BEGE AREIA,KG,1.38,26.0724,35.98,42.54,58.7,38.71
1853,Outubro,114,RIBANA PV 65%P / 35%V - BRANCO,KG,105.122,17.3691,1825.88,47.51,4994.44,63.44
1854,Outubro,1595,RIBANA PV 65%P / 35%V - CAQUI,KG,9.61,26.4526,254.21,47.01,451.81,43.74
1855,Outubro,1593,RIBANA PV 65%P / 35%V - CELESTE,KG,1.39,25.9928,36.13,48.12,66.88,45.98
1856,Outubro,1507,RIBANA PV 65%P / 35%V - CINZA CHUMBO,KG,14.327,26.6517,381.84,47.92,686.52,44.38
1857,Outubro,1240,RIBANA PV 65%P / 35%V - CINZA FARDAS,KG,7.2,29.25,210.6,47.0,338.4,37.77
1858,Outubro,1408,RIBANA PV 65%P / 35%V - CINZA PRATA,KG,5.755,25.4439,146.43,47.23,271.78,46.12
1859,Outubro,123,RIBANA PV 65%P / 35%V - CZ FORTE,KG,2.245,20.8641,46.84,47.11,105.76,55.71
1860,Outubro,1591,RIBANA PV 65%P / 35%V - ESMERALDA,KG,2.41,21.0207,50.66,48.3,116.4,56.48
1861,Outubro,1498,RIBANA PV 65%P / 35%V - FERRARI,KG,16.716,22.7063,379.56,47.03,786.1,51.72
1862,Outubro,1586,RIBANA PV 65%P / 35%V - GRAFITE,KG,23.85,22.1672,528.69,47.48,1132.42,53.31
1863,Outubro,1499,RIBANA PV 65%P / 35%V - JADE,KG,8.17,29.8506,243.88,49.08,401.01,39.18
1864,Outubro,1186,RIBANA PV 65%P / 35%V - LARANJA,KG,31.744,16.9673,538.61,47.06,1493.79,63.94
1865,Outubro,1441,RIBANA PV 65%P / 35%V - MARROM,KG,4.723,23.2373,109.75,47.72,225.37,51.3
1866,Outubro,177,RIBANA PV 65%P / 35%V - MESCLA,KG,43.444,20.7853,903.0,46.52,2020.85,55.32
1867,Outubro,917,RIBANA PV 65%P / 35%V - PEROLA,KG,1.31,26.0534,34.13,46.58,61.02,44.07
1868,Outubro,1374,RIBANA PV 65%P / 35%V - PETROLEO,KG,7.298,28.2611,206.25,47.17,344.25,40.09
1869,Outubro,1247,RIBANA PV 65%P / 35%V - PINK,KG,14.928,20.9498,312.74,47.75,712.84,56.13
1870,Outubro,124,RIBANA PV 65%P / 35%V - PRETO,KG,119.804,22.4576,2690.52,47.72,5716.57,52.93
1871,Outubro,1295,RIBANA PV 65%P / 35%V - ROXO,KG,5.305,26.9029,142.72,47.88,254.01,43.81
1872,Outubro,121,RIBANA PV 65%P / 35%V - VERDE AGUA,KG,0.415,21.3253,8.85,49.98,20.74,57.33
1873,Outubro,237,RIBANA PV 65%P / 35%V - VERDE BANDEIRA,KG,4.0,29.65,118.6,47.75,191.0,37.91
1874,Outubro,1506,RIBANA PV 65%P / 35%V - VERDE FOLHA,KG,37.245,26.4027,983.37,47.49,1768.7,44.4
1875,Outubro,951,RIBANA PV 65%P / 35%V - VERDE LIMAO,KG,5.03,18.99,95.52,47.37,238.26,59.91
1876,Outubro,1286,RIBANA PV 65%P / 35%V - VERDE MUSGO,KG,18.085,27.5615,498.45,47.54,859.7,42.02
1877,Outubro,118,RIBANA PV 65%P / 35%V - VERMELHO,KG,15.453,23.5145,363.37,47.42,732.84,50.42
1878,Outubro,1301,RIBANA PV 65%P / 35%V - VINHO,KG,6.539,27.1585,177.59,47.98,313.75,43.4
1879,Novembro,1467,GOLA AD. 50%ALG/50%POLI - AZUL MARINHO,PC,1465.0,0.71,1040.23,2.24,3287.3,68.36
1880,Novembro,1476,GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA,PC,50.0,0.83,41.5,2.22,110.8,62.55
1881,Novembro,1002,GOLA AD. 50%ALG/50%POLI - AZUL ROYAL,PC,685.0,0.7837,536.85,2.25,1539.2,65.12
1882,Novembro,996,GOLA AD. 50%ALG/50%POLI - BRANCO,PC,1229.0,0.64,786.56,2.31,2834.7,72.25
1883,Novembro,1528,GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO,PC,182.0,0.7465,135.87,2.27,413.1,67.11
1884,Novembro,1524,GOLA AD. 50%ALG/50%POLI - CINZA PRATA,PC,16.0,0.67,10.72,2.43,38.8,72.37
1885,Novembro,1001,GOLA AD. 50%ALG/50%POLI - GRAFITE,PC,317.0,0.67,212.39,2.31,730.8,70.94
1886,Novembro,1471,GOLA AD. 50%ALG/50%POLI - PRETO,PC,1963.0,0.7164,1406.41,2.27,4451.26,68.4
1887,Novembro,1526,GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA,PC,923.0,0.7579,699.6,1.93,1779.1,60.68
1888,Novembro,1474,GOLA AD. 50%ALG/50%POLI - VERDE MUSGO,PC,652.0,0.7923,516.6,2.24,1462.2,64.67
1889,Novembro,1466,GOLA AD. 50%ALG/50%POLI - VERMELHO,PC,287.0,0.74,212.38,2.25,645.7,67.11
1890,Novembro,1603,GOLA AD. 50%ALG/50%POLI - VINHO,PC,156.0,0.83,129.48,2.19,342.1,62.15
1891,Novembro,1574,GOLA AD.65%POLI / 35%VISC - AM CANARIO,PC,178.0,0.82,145.96,2.25,401.0,63.6
1892,Novembro,1545,GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA,PC,114.0,0.85,96.9,2.18,248.4,60.99
1893,Novembro,1559,GOLA AD.65%POLI / 35%VISC - AZUL BEBE,PC,14.0,0.74,10.36,2.27,31.8,67.42
1894,Novembro,1537,GOLA AD.65%POLI / 35%VISC - AZUL MARINHO,PC,980.0,0.8038,787.74,2.23,2183.5,63.92
1895,Novembro,1536,GOLA AD.65%POLI / 35%VISC - AZUL ROYAL,PC,624.0,0.799,498.58,2.24,1398.0,64.34
1896,Novembro,1534,GOLA AD.65%POLI / 35%VISC - BRANCO,PC,294.0,0.7371,216.72,2.3,676.2,67.95
1897,Novembro,1652,GOLA AD.65%POLI / 35%VISC - CAQUI,PC,5.0,0.89,4.45,2.4,12.0,62.92
1898,Novembro,1648,GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO,PC,246.0,0.85,209.1,2.23,549.3,61.93
1899,Novembro,1678,GOLA AD.65%POLI / 35%VISC - CINZA FORTE,PC,32.0,0.82,26.24,2.22,71.0,63.04
1900,Novembro,1576,GOLA AD.65%POLI / 35%VISC - CINZA PRATA,PC,29.0,0.85,24.65,2.2,63.7,61.3
1901,Novembro,1601,GOLA AD.65%POLI / 35%VISC - FERRARI,PC,247.0,0.84,207.48,2.27,559.8,62.94
1902,Novembro,1649,GOLA AD.65%POLI / 35%VISC - GRAFITE,PC,132.0,0.77,101.64,2.23,294.0,65.43
1903,Novembro,1584,GOLA AD.65%POLI / 35%VISC - JADE,PC,83.0,0.98,81.34,2.3,191.0,57.41
1904,Novembro,1651,GOLA AD.65%POLI / 35%VISC - LARANJA,PC,155.0,0.9,139.5,2.2,341.5,59.15
1905,Novembro,1553,GOLA AD.65%POLI / 35%VISC - MESCLA,PC,626.0,1.01,632.26,2.22,1392.4,54.59
1906,Novembro,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,166.0,0.8307,137.9,2.21,366.1,62.33
1907,Novembro,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,1273.0,0.7749,986.54,2.24,2851.8,65.41
1908,Novembro,1539,GOLA AD.65%POLI / 35%VISC - VD BANDEIRA,PC,400.0,0.9,360.0,2.4,960.0,62.5
1909,Novembro,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,337.0,0.97,326.89,2.25,759.3,56.95
1910,Novembro,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,317.0,0.7809,247.55,2.27,718.5,65.55
1911,Novembro,1538,GOLA AD.65%POLI / 35%VISC - VERMELHO,PC,177.0,0.86,152.22,2.26,399.5,61.9
