,Mês,Identificação,Nome do Produto,Un,Quantidade,Custo Unitário,Custo Total,Valor Unitário,Valor Total,Margem
535,Abril,1603,GOLA AD. 50%ALG/50%POLI - VINHO,PC,31.0,0.92,28.52,2.3,71.3,60.0
536,Abril,1574,GOLA AD.65%POLI / 35%VISC - AM CANARIO,PC,121.0,0.88,106.48,2.43,294.5,63.84
537,Abril,1545,GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA,PC,119.0,0.81,96.39,2.35,279.7,65.54
538,Abril,1559,GOLA AD.65%POLI / 35%VISC - AZUL BEBE,PC,22.0,0.84,18.48,2.4,52.8,65.0
539,Abril,1537,GOLA AD.65%POLI / 35%VISC - AZUL MARINHO,PC,69.0,0.81,55.89,2.31,159.1,64.87
540,Abril,1536,GOLA AD.65%POLI / 35%VISC - AZUL ROYAL,PC,810.0,0.8482,687.12,2.29,1858.7,63.03
541,Abril,1534,GOLA AD.65%POLI / 35%VISC - BRANCO,PC,136.0,0.76,103.36,2.4,327.0,68.39
542,Abril,1652,GOLA AD.65%POLI / 35%VISC - CAQUI,PC,65.0,0.83,53.95,2.12,137.7,60.82
543,Abril,1648,GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO,PC,134.0,0.79,105.86,2.24,300.6,64.78
544,Abril,1576,GOLA AD.65%POLI / 35%VISC - CINZA PRATA,PC,149.0,0.86,128.14,2.19,325.7,60.66
545,Abril,1601,GOLA AD.65%POLI / 35%VISC - FERRARI,PC,325.0,0.9058,294.41,2.27,738.3,60.12
546,Abril,1649,GOLA AD.65%POLI / 35%VISC - GRAFITE,PC,132.0,0.9,118.8,2.34,309.0,61.55
547,Abril,1584,GOLA AD.65%POLI / 35%VISC - JADE,PC,2.0,0.89,1.78,2.4,4.8,62.92
548,Abril,1651,GOLA AD.65%POLI / 35%VISC - LARANJA,PC,317.0,0.85,269.45,2.26,717.1,62.43
549,Abril,1553,GOLA AD.65%POLI / 35%VISC - MESCLA,PC,12522.0,0.7569,9478.26,2.16,27019.15,64.92
550,Abril,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,24.0,0.9,21.6,2.3,55.2,60.87
551,Abril,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,1452.0,0.9476,1376.0,2.24,3253.5,57.71
552,Abril,1539,GOLA AD.65%POLI / 35%VISC - VD BANDEIRA,PC,8.0,0.94,7.52,2.3,18.4,59.13
553,Abril,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,125.0,0.9572,119.65,2.36,294.8,59.41
554,Abril,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,228.0,0.84,191.52,2.41,548.4,65.08
555,Abril,1538,GOLA AD.65%POLI / 35%VISC - VERMELHO,PC,164.0,0.86,141.04,2.34,383.8,63.25
556,Abril,1600,GOLA AD.65%POLI / 35%VISC - VINHO,PC,44.0,1.11,48.84,2.35,103.6,52.86
557,Abril,1251,HELANCA 100% POLIESTER - AMARELO OURO,KG,4.91,17.7087,86.95,33.36,163.79,46.91
558,Abril,1127,HELANCA 100% POLIESTER - AZUL MARINHO,KG,563.54,17.5029,9863.63,29.47,16605.84,40.6
559,Abril,1125,HELANCA 100% POLIESTER - AZUL ROYAL,KG,588.675,18.0456,10623.05,29.76,17516.94,39.36
560,Abril,1129,HELANCA 100% POLIESTER - BRANCA,KG,46.99,15.4198,724.58,32.32,1518.69,52.29
561,Abril,1580,HELANCA 100% POLIESTER - CHUMBO,KG,73.52,16.4601,1210.15,30.45,2238.98,45.95
562,Abril,1253,HELANCA 100% POLIESTER - LARANJA,KG,8.2,20.5304,168.35,33.9,277.98,39.44
563,Abril,1633,HELANCA 100% POLIESTER - MARROM,KG,3.0,21.9,65.7,38.5,115.5,43.12
564,Abril,1248,HELANCA 100% POLIESTER - PRETO,KG,131.48,18.18,2390.31,30.89,4061.4,41.15
565,Abril,1249,HELANCA 100% POLIESTER - VERDE BANDEIRA,KG,96.85,17.9402,1737.51,32.86,3182.44,45.4
566,Abril,1343,HELANCA 100% POLIESTER - VERDE MUSGO,KG,17.24,18.9802,327.22,32.0,551.68,40.69
567,Abril,1130,HELANCA 100% POLIESTER - VERMELHO,KG,40.88,18.9398,774.26,34.08,1393.29,44.43
568,Abril,1543,MALHA ESPORTIVA 100% POLIESTER -AMARELO,KG,171.77,20.5399,3528.15,35.68,6127.94,42.43
569,Abril,1502,MALHA ESPORTIVA 100% POLIESTER -BANDEIRA,KG,9.36,24.0502,225.11,43.35,405.76,44.52
570,Abril,1146,MALHA ESPORTIVA 100% POLIESTER -BRANCO,KG,3601.72,15.4761,55740.62,32.91,118546.3,52.98
571,Abril,1529,MALHA ESPORTIVA 100% POLIESTER -LARANJA,KG,15.23,19.3388,294.53,43.58,663.71,55.62
572,Abril,1530,MALHA ESPORTIVA 100% POLIESTER -LIMAO,KG,43.95,20.9101,919.0,44.67,1963.16,53.19
573,Abril,1573,MALHA ESPORTIVA 100% POLIESTER -MARINHO,KG,192.39,20.82,4005.56,36.88,7094.63,43.54
574,Abril,1577,MALHA ESPORTIVA 100% POLIESTER -PINK,KG,45.795,26.1797,1198.9,38.52,1764.16,32.04
575,Abril,1565,MALHA ESPORTIVA 100% POLIESTER -PRATA,KG,63.8,18.8899,1205.18,37.56,2396.31,49.71
576,Abril,1501,MALHA ESPORTIVA 100% POLIESTER -PRETO,KG,394.28,18.5117,7298.82,38.57,15206.34,52.0
577,Abril,1156,MALHA ESPORTIVA 100% POLIESTER -ROYAL,KG,94.17,19.9642,1880.03,38.61,3635.91,48.29
578,Abril,1500,MALHA ESPORTIVA 100% POLIESTER -VERMELHO,KG,34.582,22.0299,761.84,44.57,1541.3,50.57
579,Abril,1570,MEIA MALHA 100% POLIESTER - AM CANARIO,KG,74.75,17.4501,1304.4,33.68,2517.64,48.19
580,Abril,1568,MEIA MALHA 100% POLIESTER - AZ MARINHO,KG,784.06,19.0909,14968.44,32.04,25117.38,40.41
581,Abril,1571,MEIA MALHA 100% POLIESTER - AZ MOTORISTA,KG,284.47,18.3692,5225.51,31.04,8828.75,40.81
582,Abril,1567,MEIA MALHA 100% POLIESTER - AZUL ROYAL,KG,350.03,19.1879,6716.35,31.01,10854.03,38.12
583,Abril,1588,MEIA MALHA 100% POLIESTER - BEGE,KG,85.85,18.4601,1584.8,32.47,2787.87,43.15
584,Abril,1312,MEIA MALHA 100% POLIESTER - BRANCA,KG,3223.273,17.5567,56590.27,29.41,94792.4,40.3
585,Abril,1572,MEIA MALHA 100% POLIESTER - CINZA PRATA,KG,183.19,18.4248,3375.25,32.11,5882.2,42.62
586,Abril,1566,MEIA MALHA 100% POLIESTER - FERRARI,KG,202.89,20.0198,4061.83,26.48,5372.07,24.39
587,Abril,1596,MEIA MALHA 100% POLIESTER - LARANJA,KG,105.95,19.4717,2063.03,32.2,3412.03,39.54
588,Abril,1682,MEIA MALHA 100% POLIESTER -  NAUTICO,KG,236.54,19.0799,4513.18,30.85,7296.59,38.15
589,Abril,1589,MEIA MALHA 100% POLIESTER - PEROLA,KG,177.1,18.37,3253.33,31.04,5497.67,40.82
590,Abril,1587,MEIA MALHA 100% POLIESTER - PETROLEO,KG,105.805,21.77,2303.38,33.96,3593.39,35.9
591,Abril,1579,MEIA MALHA 100% POLIESTER - PINK,KG,43.19,21.19,915.2,36.23,1564.89,41.52
592,Abril,1563,MEIA MALHA 100% POLIESTER - PRETO,KG,549.13,20.3,11147.38,32.86,18046.36,38.23
593,Abril,1646,MEIA MALHA 100% POLIESTER - ROSA BEBE,KG,29.59,16.64,492.38,35.65,1055.0,53.33
594,Abril,1578,MEIA MALHA 100% POLIESTER - VERDE FOLHA,KG,360.56,20.65,7445.58,35.02,12627.78,41.04
595,Abril,23,M/M 100% ALGODAO PENTEADA - AZ MARINHO,KG,18.11,26.7697,484.8,46.07,834.32,41.89
596,Abril,1326,M/M 100% ALGODAO PENTEADA - BRANCO,KG,84.035,23.5399,1978.18,42.22,3547.61,44.24
597,Abril,179,M/M 100% ALGODAO PENTEADA - PRETA,KG,69.93,25.8801,1809.8,47.93,3351.92,46.01
598,Abril,1551,MM 96% POLIESTER/4% ELASTANO - BRANCO,KG,35.52,26.5898,944.47,42.74,1517.97,37.78
599,Abril,1475,M/M PIQUET 50%POL/50%ALG - AZ MOTORISTA,KG,35.375,27.9002,986.97,47.41,1677.28,41.16
600,Abril,1465,M/M PIQUET 50%POL/50%ALG - AZUL MARINHO,KG,492.11,25.0501,12327.43,49.6,24408.66,49.5
601,Abril,1491,M/M PIQUET 50%POL/50%ALG - AZUL ROYAL,KG,215.12,28.52,6135.23,49.43,10633.06,42.3
602,Abril,1522,M/M PIQUET 50%POL/50%ALG - BEGE,KG,5.0,18.98,94.9,55.9,279.5,66.05
603,Abril,172,M/M PIQUET 50%POL/50%ALG - BRANCO,KG,75.93,21.47,1630.22,46.8,3553.61,54.12
604,Abril,1520,M/M PIQUET 50%POL/50%ALG - CINZA CHUMBO,KG,35.88,24.3397,873.31,49.1,1761.59,50.42
605,Abril,1519,M/M PIQUET 50%POL/50%ALG - CINZA PRATA,KG,27.52,23.1504,637.1,48.04,1322.15,51.81
606,Abril,42,M/M PIQUET 50%POL/50%ALG - GRAFITE,KG,155.01,24.5799,3810.14,46.36,7186.67,46.98
607,Abril,1470,M/M PIQUET 50%POL/50%ALG - PRETO,KG,201.03,23.8146,4787.46,50.15,10081.27,52.51
608,Abril,1521,M/M PIQUET 50%POL/50%ALG - VD BANDEIRA,KG,88.3,26.4801,2338.2,48.08,4245.89,44.93
609,Abril,1473,M/M PIQUET 50%POL/50%ALG - VERDE MUSGO,KG,175.28,24.9499,4373.23,46.61,8170.65,46.48
610,Abril,1464,M/M PIQUET 50%POL/50%ALG - VERMELHO,KG,8.98,25.7505,231.24,49.11,441.02,47.57
611,Abril,1602,M/M PIQUET 50%POL/50%ALG - VINHO,KG,8.74,28.5697,249.7,48.12,420.53,40.62
612,Abril,1552,M/M PIQUET 65%POLI. 35%VISC - MESCLA,KG,2999.24,20.11,60314.72,34.22,102641.02,41.24
613,Abril,1621,M/M PV 65%POLIEST. 35%VISC. - AM CANARIO,KG,199.02,21.7369,4326.08,40.32,8024.05,46.09
614,Abril,1628,M/M PV 65%POLIEST. 35%VISC. - AM OURO,KG,132.69,19.8003,2627.31,36.8,4882.68,46.19
615,Abril,1607,M/M PV 65%POLIEST. 35%VISC. - AZ MARINHO,KG,2726.31,22.4769,61279.1,37.46,102121.14,39.99
616,Abril,1645,M/M PV 65%POLIEST. 35%VISC. - AZUL BEBE,KG,97.61,22.89,2234.3,36.77,3588.9,37.74
617,Abril,1606,M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL,KG,1409.25,20.8678,29407.96,38.4,54109.85,45.65
618,Abril,1631,M/M PV 65%POLIEST. 35%VISC. - BANDEIRA,KG,56.05,28.4401,1594.07,39.26,2200.57,27.56
619,Abril,1612,M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA,KG,104.83,19.3699,2030.55,39.77,4168.85,51.29
620,Abril,1544,M/M PV 65%POLIEST. 35%VISC. - BRANCO,KG,3448.8,22.4179,77315.02,31.54,108787.4,28.93
621,Abril,1644,M/M PV 65%POLIEST. 35%VISC. - CAQUI,KG,115.12,19.75,2273.62,37.12,4273.4,46.8
622,Abril,1632,M/M PV 65%POLIEST. 35%VISC. - CELESTE,KG,78.11,24.69,1928.54,38.7,3023.12,36.21
623,Abril,1629,M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO,KG,634.14,20.7919,13185.03,38.66,24513.58,46.21
624,Abril,1662,M/M PV 65%POLIEST. 35%VISC. - CZ FORTE,KG,131.87,26.0499,3435.21,34.06,4491.77,23.52
625,Abril,1617,M/M PV 65%POLIEST. 35%VISC. - CZ PRATA,KG,395.03,18.9399,7481.85,35.51,14029.48,46.67
626,Abril,1627,M/M PV 65%POLIEST. 35%VISC. - ESMERALDA,KG,39.87,22.1201,881.93,41.65,1660.49,46.89
627,Abril,1610,M/M PV 65%POLIEST. 35%VISC. - FERRARI,KG,524.82,21.834,11458.92,38.34,20121.04,43.05
628,Abril,1635,M/M PV 65%POLIEST. 35%VISC. - GRAFITE,KG,595.75,20.98,12498.89,38.13,22717.44,44.98
629,Abril,1615,M/M PV 65%POLIEST. 35%VISC. - LARANJA,KG,725.79,20.4902,14871.6,37.68,27348.85,45.62
630,Abril,1643,M/M PV 65%POLIEST. 35%VISC. - MARROM,KG,28.86,25.9902,750.08,39.42,1137.74,34.07
631,Abril,1634,M/M PV 65%POLIEST. 35%VISC. - MOTORISTA,KG,350.66,24.3,8521.04,38.9,13640.92,37.53
632,Abril,1641,M/M PV 65%POLIEST. 35%VISC. - PEROLA,KG,22.99,24.8399,571.07,37.76,868.08,34.21
633,Abril,1619,M/M PV 65%POLIEST. 35%VISC. - PETROLEO,KG,353.88,26.9238,9527.81,39.35,13925.43,31.58
634,Abril,1616,M/M PV 65%POLIEST. 35%VISC. - PINK,KG,254.24,19.27,4899.21,39.19,9963.27,50.83
635,Abril,1609,M/M PV 65%POLIEST. 35%VISC. - PRETO,KG,3591.64,19.8744,71381.88,37.61,135095.34,47.16
636,Abril,1625,M/M PV 65%POLIEST. 35%VISC. - ROXO,KG,96.16,24.4099,2347.26,37.44,3600.42,34.81
637,Abril,1611,M/M PV 65%POLIEST. 35%VISC. - VD FOLHA,KG,1157.27,25.8385,29902.2,37.6,43512.34,31.28
638,Abril,1626,M/M PV 65%POLIEST. 35%VISC. - VD LIMAO,KG,349.99,20.9773,7341.87,38.57,13498.44,45.61
639,Abril,1623,M/M PV 65%POLIEST. 35%VISC. - VD MUSGO,KG,504.98,21.4397,10826.67,37.8,19090.07,43.29
640,Abril,1624,M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA,KG,140.62,24.2936,3416.18,38.22,5374.38,36.44
641,Abril,1608,M/M PV 65%POLIEST. 35%VISC. - VERMELHO,KG,309.89,26.16,8106.75,39.82,12340.96,34.31
642,Abril,1620,M/M PV 65%POLIEST. 35%VISC. - VINHO,KG,505.1,20.45,10329.31,37.93,19158.06,46.08
643,Abril,842,M/M PV 67%POLIEST. 33%VISC. - MESCLA,KG,1430.35,20.2325,28939.62,38.33,54818.8,47.21
644,Abril,1494,PUNHO AD. 50%ALG / 50%POLI - AZ MARINHO,PC,1642.0,0.5459,896.38,2.3,3782.8,76.3
645,Abril,1007,PUNHO AD. 50%ALG / 50%POLI - AZUL ROYAL,PC,370.0,0.55,203.5,2.34,865.5,76.49
646,Abril,1556,PUNHO AD. 50%ALG / 50%POLI - BEGE,PC,16.0,0.4,6.4,2.5,40.0,84.0
647,Abril,1004,PUNHO AD. 50%ALG / 50%POLI - BRANCO,PC,245.0,0.44,107.8,2.38,583.0,81.51
648,Abril,1550,PUNHO AD. 50%ALG / 50%POLI - CINZA PRATA,PC,86.0,0.47,40.42,2.29,196.7,79.45
649,Abril,1557,PUNHO AD. 50%ALG / 50%POLI - CZ CHUMBO,PC,57.0,0.49,27.93,2.38,135.7,79.42
650,Abril,1006,PUNHO AD. 50%ALG / 50%POLI - GRAFITE,PC,102.0,0.5,51.0,2.18,222.1,77.04
651,Abril,1558,PUNHO AD. 50%ALG / 50%POLI - MOTORISTA,PC,80.0,0.57,45.6,2.19,175.0,73.94
652,Abril,1492,PUNHO AD. 50%ALG / 50%POLI - PRETO,PC,488.0,0.7441,363.14,2.35,1148.8,68.39
653,Abril,1541,PUNHO AD. 50%ALG / 50%POLI - VD BANDEIRA,PC,16.0,0.53,8.48,2.33,37.3,77.27
654,Abril,1549,PUNHO AD. 50%ALG / 50%POLI - VERDE MUSGO,PC,805.0,0.53,426.65,2.16,1742.2,75.51
655,Abril,1493,PUNHO AD. 50%ALG / 50%POLI - VERMELHO,PC,237.0,0.5,118.5,2.28,540.5,78.08
656,Abril,1604,PUNHO AD. 50%ALG / 50%POLI - VINHO,PC,4.0,0.63,2.52,2.3,9.2,72.61
657,Abril,1650,PUNHO M/M 98% ALG 2% ELAST - AZ. MARINHO,KG,0.14,27.5714,3.86,52.0,7.28,46.98
658,Abril,295,PUNHO M/M 98% ALG 2% ELAST - AZUL ROYAL,KG,0.37,25.5945,9.47,50.0,18.5,48.81
659,Abril,282,PUNHO M/M 98% ALG 2% ELAST - BRANCO,KG,0.8,25.5375,20.43,50.0,40.0,48.93
660,Abril,1225,PUNHO M/M 98% ALG 2% ELAST - PRETO,KG,3.38,28.8195,97.41,50.14,169.46,42.52
661,Abril,1554,PUNHO PV RETILINEO - MESCLA,PC,12234.0,0.4866,5953.68,2.15,26313.8,77.37
662,Abril,1685,RIBANA PP 100% PES. - MARINHO,KG,3.55,19.9014,70.65,48.0,170.4,58.54
663,Abril,1686,RIBANA PP 100% PES. - NAUTICO,KG,26.9,19.8895,535.03,47.0,1264.3,57.68
664,Abril,1293,RIBANA PV 65%P / 35%V - AMARELO CANARIO,KG,9.24,28.3571,262.02,48.51,448.26,41.55
665,Abril,1098,RIBANA PV 65%P / 35%V - AMARELO OURO,KG,4.3,26.3023,113.1,48.53,208.69,45.8
666,Abril,119,RIBANA PV 65%P / 35%V - AZUL BEBE,KG,3.29,21.2917,70.05,49.54,162.98,57.02
667,Abril,122,RIBANA PV 65%P / 35%V - AZUL MARINHO,KG,70.76,28.3568,2006.53,47.5,3361.41,40.31
668,Abril,1298,RIBANA PV 65%P / 35%V - AZUL MOTORISTA,KG,19.765,27.62,545.91,46.63,921.61,40.77
669,Abril,120,RIBANA PV 65%P / 35%V - AZUL ROYAL,KG,48.99,29.2706,1433.97,47.19,2311.69,37.97
670,Abril,117,RIBANA PV 65%P / 35%V - BEGE,KG,2.77,15.6931,43.47,49.87,138.13,68.53
671,Abril,1630,RIBANA PV 65%P / 35%V - BEGE AREIA,KG,3.56,26.0646,92.79,48.04,171.01,45.74
672,Abril,114,RIBANA PV 65%P / 35%V - BRANCO,KG,91.97,25.9204,2383.9,47.31,4351.0,45.21
673,Abril,1595,RIBANA PV 65%P / 35%V - CAQUI,KG,11.72,28.5554,334.67,48.94,573.57,41.65
674,Abril,1593,RIBANA PV 65%P / 35%V - CELESTE,KG,0.05,27.0,1.35,46.0,2.3,41.3
675,Abril,1507,RIBANA PV 65%P / 35%V - CINZA CHUMBO,KG,11.69,28.6381,334.78,47.3,552.91,39.45
676,Abril,1408,RIBANA PV 65%P / 35%V - CINZA PRATA,KG,10.29,27.3906,281.85,47.23,485.96,42.0
677,Abril,1591,RIBANA PV 65%P / 35%V - ESMERALDA,KG,0.43,28.8372,12.4,47.4,20.38,39.16
678,Abril,1498,RIBANA PV 65%P / 35%V - FERRARI,KG,37.7,27.1413,1023.23,47.47,1789.44,42.82
679,Abril,1586,RIBANA PV 65%P / 35%V - GRAFITE,KG,16.07,29.7902,478.73,46.69,750.29,36.19
680,Abril,1186,RIBANA PV 65%P / 35%V - LARANJA,KG,48.565,29.2916,1422.55,46.93,2279.05,37.58
681,Abril,1441,RIBANA PV 65%P / 35%V - MARROM,KG,1.406,27.3541,38.46,49.99,70.29,45.28
682,Abril,177,RIBANA PV 65%P / 35%V - MESCLA,KG,40.44,21.0096,849.63,47.15,1906.91,55.44
683,Abril,917,RIBANA PV 65%P / 35%V - PEROLA,KG,1.3,28.1615,36.61,47.0,61.1,40.08
684,Abril,1374,RIBANA PV 65%P / 35%V - PETROLEO,KG,6.53,30.2848,197.76,48.26,315.14,37.25
685,Abril,1247,RIBANA PV 65%P / 35%V - PINK,KG,10.29,28.0796,288.94,47.05,484.12,40.32
686,Abril,124,RIBANA PV 65%P / 35%V - PRETO,KG,126.22,28.2677,3567.95,47.29,5969.29,40.23
687,Abril,1295,RIBANA PV 65%P / 35%V - ROXO,KG,2.31,28.7965,66.52,47.78,110.37,39.73
688,Abril,121,RIBANA PV 65%P / 35%V - VERDE AGUA,KG,1.405,26.9323,37.84,47.72,67.04,43.56
689,Abril,237,RIBANA PV 65%P / 35%V - VERDE BANDEIRA,KG,9.0,30.4522,274.07,47.92,431.3,36.45
690,Abril,1506,RIBANA PV 65%P / 35%V - VERDE FOLHA,KG,49.04,32.2516,1581.62,47.51,2329.97,32.12
691,Abril,951,RIBANA PV 65%P / 35%V - VERDE LIMAO,KG,6.9,27.4724,189.56,47.15,325.34,41.73
692,Abril,1286,RIBANA PV 65%P / 35%V - VERDE MUSGO,KG,26.01,29.4798,766.77,47.5,1235.45,37.94
693,Abril,118,RIBANA PV 65%P / 35%V - VERMELHO,KG,21.565,29.4801,635.74,47.74,1029.51,38.25
694,Abril,1301,RIBANA PV 65%P / 35%V - VINHO,KG,16.52,29.2596,483.37,46.92,775.06,37.63
695,Abril,1469,TACTEL - 100% POLIESTER - ROYAL CLARO,MT,21.0,4.5,94.5,14.5,304.5,68.97
696,Maio,1467,GOLA AD. 50%ALG/50%POLI - AZUL MARINHO,PC,1274.0,0.7944,1012.14,2.27,2888.0,64.95
697,Maio,1476,GOLA AD. 50%ALG/50%POLI - AZUL MOTORISTA,PC,237.0,0.85,201.45,2.21,524.9,61.62
698,Maio,1002,GOLA AD. 50%ALG/50%POLI - AZUL ROYAL,PC,745.0,0.8873,661.11,2.31,1718.4,61.53
699,Maio,1527,GOLA AD. 50%ALG/50%POLI - BEGE,PC,15.0,0.74,11.1,2.37,35.5,68.73
700,Maio,996,GOLA AD. 50%ALG/50%POLI - BRANCO,PC,557.0,0.66,367.62,2.31,1288.9,71.48
701,Maio,1528,GOLA AD. 50%ALG/50%POLI - CINZA CHUMBO,PC,261.0,0.72,187.92,2.3,601.0,68.73
702,Maio,1524,GOLA AD. 50%ALG/50%POLI - CINZA PRATA,PC,142.0,0.74,105.08,2.26,321.3,67.3
703,Maio,1001,GOLA AD. 50%ALG/50%POLI - GRAFITE,PC,134.0,0.8571,114.86,2.28,305.7,62.43
704,Maio,1471,GOLA AD. 50%ALG/50%POLI - PRETO,PC,924.0,0.7942,733.92,2.3,2121.4,65.4
705,Maio,1526,GOLA AD. 50%ALG/50%POLI - VERDE BANDEIRA,PC,911.0,0.8244,751.04,2.31,2103.4,64.29
706,Maio,1474,GOLA AD. 50%ALG/50%POLI - VERDE MUSGO,PC,343.0,0.8,274.4,2.21,756.7,63.74
707,Maio,1466,GOLA AD. 50%ALG/50%POLI - VERMELHO,PC,335.0,0.77,257.95,2.29,767.9,66.41
708,Maio,1603,GOLA AD. 50%ALG/50%POLI - VINHO,PC,46.0,0.92,42.32,2.33,107.3,60.56
709,Maio,1574,GOLA AD.65%POLI / 35%VISC - AM CANARIO,PC,157.0,0.83,130.31,2.37,371.9,64.96
710,Maio,1545,GOLA AD.65%POLI / 35%VISC - AZ MOTORISTA,PC,10.0,0.76,7.6,2.5,25.0,69.6
711,Maio,1537,GOLA AD.65%POLI / 35%VISC - AZUL MARINHO,PC,1421.0,0.9469,1345.63,2.31,3276.5,58.93
712,Maio,1536,GOLA AD.65%POLI / 35%VISC - AZUL ROYAL,PC,523.0,0.8581,448.8,2.3,1200.8,62.62
713,Maio,1534,GOLA AD.65%POLI / 35%VISC - BRANCO,PC,144.0,0.7477,107.68,2.37,341.1,68.43
714,Maio,1652,GOLA AD.65%POLI / 35%VISC - CAQUI,PC,4.0,1.06,4.24,2.3,9.2,53.91
715,Maio,1648,GOLA AD.65%POLI / 35%VISC - CINZA CHUMBO,PC,109.0,0.7966,86.83,2.24,243.7,64.37
716,Maio,1678,GOLA AD.65%POLI / 35%VISC - CINZA FORTE,PC,166.0,0.85,141.1,2.22,368.5,61.71
717,Maio,1576,GOLA AD.65%POLI / 35%VISC - CINZA PRATA,PC,113.0,0.8424,95.2,2.24,252.9,62.36
718,Maio,1601,GOLA AD.65%POLI / 35%VISC - FERRARI,PC,73.0,0.8583,62.66,2.35,171.4,63.44
719,Maio,1649,GOLA AD.65%POLI / 35%VISC - GRAFITE,PC,75.0,0.9,67.5,2.35,176.2,61.69
720,Maio,1584,GOLA AD.65%POLI / 35%VISC - JADE,PC,78.0,0.8879,69.26,2.3,179.4,61.39
721,Maio,1651,GOLA AD.65%POLI / 35%VISC - LARANJA,PC,92.0,0.85,78.2,2.37,217.8,64.1
722,Maio,1553,GOLA AD.65%POLI / 35%VISC - MESCLA,PC,2511.0,0.7888,1980.92,2.2,5519.85,64.11
723,Maio,1583,GOLA AD.65%POLI / 35%VISC - PETROLEO,PC,35.0,0.912,31.92,2.35,82.3,61.22
724,Maio,1535,GOLA AD.65%POLI / 35%VISC - PRETO,PC,861.0,0.8735,752.15,2.35,2024.7,62.85
725,Maio,1539,GOLA AD.65%POLI / 35%VISC - VD BANDEIRA,PC,2800.0,0.9,2520.0,2.15,6020.0,58.14
726,Maio,1581,GOLA AD.65%POLI / 35%VISC - VERDE FOLHA,PC,599.0,0.9593,574.65,2.25,1348.6,57.39
727,Maio,1555,GOLA AD.65%POLI / 35%VISC - VERDE MUSGO,PC,655.0,0.8545,559.7,2.35,1539.5,63.64
728,Maio,1538,GOLA AD.65%POLI / 35%VISC - VERMELHO,PC,58.0,0.86,49.88,2.37,137.6,63.75
729,Maio,1600,GOLA AD.65%POLI / 35%VISC - VINHO,PC,56.0,1.0028,56.16,2.42,135.4,58.52
730,Maio,1657,GOLA PV RETILINEA - AZ MARINHO,PC,46.0,0.99,45.54,2.3,105.8,56.96
731,Maio,1695,GOLA PV RETILINEA - CHUMBO,PC,4.0,0.84,3.36,2.3,9.2,63.48
732,Maio,1660,GOLA PV RETILINEA  - CZ PRATA,PC,1831.0,0.82,1501.42,2.15,3936.65,61.86
733,Maio,1700,GOLA PV RETILINEA - MESCLA,PC,9085.0,0.8,7268.0,2.15,19532.75,62.79
734,Maio,1658,GOLA PV RETILINEA - PRETO,PC,70.0,0.98,68.6,2.31,161.4,57.5
735,Maio,1694,GOLA PV RETILINEA  - ROYAL,PC,10.0,0.83,8.3,2.3,23.0,63.91
736,Maio,1127,HELANCA 100% POLIESTER - AZUL MARINHO,KG,331.14,16.98,5622.76,29.02,9611.28,41.5
737,Maio,1125,HELANCA 100% POLIESTER - AZUL ROYAL,KG,174.095,17.3837,3026.43,30.06,5233.11,42.17
738,Maio,1129,HELANCA 100% POLIESTER - BRANCA,KG,194.91,15.4199,3005.5,28.62,5578.56,46.12
739,Maio,1580,HELANCA 100% POLIESTER - CHUMBO,KG,13.2,16.4598,217.27,34.28,452.46,51.98
740,Maio,1689,HELANCA 100% POLIESTER - CINZA PRATA,KG,280.71,16.28,4569.96,24.9,6989.68,34.62
741,Maio,1633,HELANCA 100% POLIESTER - MARROM,KG,2.65,21.9018,58.04,30.18,79.99,27.44
742,Maio,1248,HELANCA 100% POLIESTER - PRETO,KG,164.91,18.18,2998.07,31.33,5166.73,41.97
743,Maio,1249,HELANCA 100% POLIESTER - VERDE BANDEIRA,KG,215.65,17.9399,3868.76,29.98,6465.71,40.16
744,Maio,1343,HELANCA 100% POLIESTER - VERDE MUSGO,KG,1.5,18.98,28.47,28.9,43.35,34.33
745,Maio,1130,HELANCA 100% POLIESTER - VERMELHO,KG,80.495,18.9401,1524.59,32.66,2629.03,42.01
746,Maio,1543,MALHA ESPORTIVA 100% POLIESTER -AMARELO,KG,83.53,17.8379,1490.0,37.84,3160.46,52.85
747,Maio,1502,MALHA ESPORTIVA 100% POLIESTER -BANDEIRA,KG,120.02,24.0502,2886.51,37.64,4517.84,36.11
748,Maio,1146,MALHA ESPORTIVA 100% POLIESTER -BRANCO,KG,4965.83,16.35,81191.75,32.75,162615.11,50.07
749,Maio,1529,MALHA ESPORTIVA 100% POLIESTER -LARANJA,KG,108.52,19.3399,2098.77,34.21,3712.59,43.47
750,Maio,1530,MALHA ESPORTIVA 100% POLIESTER -LIMAO,KG,44.825,20.9102,937.3,38.99,1747.75,46.37
