Data;Taxa de câmbio - R$ / US$ - comercial - compra - média - R$ - Banco Central do Brasil, Boletim, Seção Balanço de Pagamentos (Bacen / Boletim / BP) - BM12_ERC12;Taxa de juros - Over / Selic - acumulada no mês - (% a.m.) - Banco Central do Brasil, Boletim, Seção mercado financeiro e de capitais (Bacen/Boletim/M. Finan.) - BM12_TJOVER12;Importações - preços - índice (média 2018 = 100) - - - Fundação Centro de Estudos do Comércio Exterior (Funcex) - FUNCEX12_MDPT12;Exportações - preços - índice (média 2018 = 100) - - - Fundação Centro de Estudos do Comércio Exterior (Funcex) - FUNCEX12_XPT12;IPCA - geral - taxa de variação - (% a.m.) - Instituto Brasileiro de Geografia e Estatística, Sistema Nacional de Índices de Preços ao Consumidor (IBGE/SNIPC) - PRECOS12_IPCAG12;PIB - R$ - Banco Central do Brasil, Boletim, Seção Atividade Econômica (Bacen / Boletim / Ativ. Ec.) - BM12_PIB12;
2006.04;2,1285;1,08;82,48;73,2;0,21;185030,6;
2006.05;2,1773;1,28;83,83;74,34;0,1;197874,3;
2006.06;2,2475;1,18;84,39;76,07;-0,21;199071,9;
2006.07;2,1885;1,17;83,32;77,47;0,19;206974,4;
2006.08;2,1551;1,26;84,49;78,19;0,05;209818;
2006.09;2,1679;1,06;84;78,86;0,21;201055,4;
2006.10;2,1475;1,09;83,3;78,65;0,33;214271,7;
2006.11;2,1571;1,02;83,2;77,8;0,31;219724,2;
2006.12;2,1491;0,99;81,96;78,82;0,48;221359,3;
2007.01;2,1377;1,08;81,61;78,03;0,44;211130,7;
2007.02;2,0955;0,87;82,53;77,62;0,44;202704,1;
2007.03;2,0879;1,05;81,91;79,39;0,37;217588,9;
2007.04;2,0312;0,94;85,45;80,19;0,25;215128,8;
2007.05;1,9808;1,03;86,92;81,53;0,28;226537,9;
2007.06;1,9311;0,91;88,59;82,22;0,28;228988,6;
2007.07;1,882;0,97;89,18;83,82;0,24;233824,1;
2007.08;1,9652;0,99;90,84;85,35;0,47;235019,1;
2007.09;1,8988;0,8;90,74;85,78;0,18;223002,7;
2007.10;1,8002;0,93;91,48;88,26;0,3;241939,4;
2007.11;1,7691;0,84;93,69;89,45;0,38;241938,4;
2007.12;1,7852;0,84;95,01;91,67;0,74;242460,2;
2008.01;1,7735;0,93;96,22;94,08;0,54;237247,7;
2008.02;1,7269;0,8;100,14;94,44;0,49;232680,4;
2008.03;1,7068;0,84;103,03;96,79;0,48;242124,4;
2008.04;1,6881;0,9;107,07;99,38;0,55;248793,8;
2008.05;1,6597;0,88;107,31;104,02;0,79;254936,9;
2008.06;1,6181;0,96;112,24;110,89;0,74;265791,2;
2008.07;1,5906;1,07;116,22;116,08;0,53;278095,6;
2008.08;1,6115;1,02;115,47;118,95;0,28;269235,6;
2008.09;1,7988;1,1;114,93;116,49;0,26;265271,2;
2008.10;2,1721;1,18;110,52;114,23;0,45;280522,5;
2008.11;2,2655;1,02;106,86;105,07;0,36;270698,8;
2008.12;2,3936;1,12;99,76;96,06;0,28;264404,8;
2009.01;2,3066;1,05;101,57;90,52;0,48;249934,4;
2009.02;2,3119;0,86;94,73;87,34;0,55;244024,5;
2009.03;2,313;0,97;94,76;87,29;0,2;262181,7;
2009.04;2,2051;0,84;93,19;86,57;0,48;259563,5;
2009.05;2,0601;0,77;93,23;86,31;0,47;268324;
2009.06;1,9568;0,76;95,63;89,89;0,36;275701,2;
2009.07;1,932;0,79;96,22;90,31;0,24;285444,2;
2009.08;1,8444;0,69;96,12;91,11;0,15;284240,4;
2009.09;1,819;0,69;96,19;94,27;0,24;283157,9;
2009.10;1,7376;0,69;96,78;94,83;0,28;301895,9;
2009.11;1,7252;0,66;96,95;96,72;0,41;305048,8;
2009.12;1,7495;0,73;95,99;100,14;0,37;313522,8;
2010.01;1,779;0,66;94,87;100,36;0,75;288972,8;
2010.02;1,8394;0,59;97,46;101,1;0,78;285723,2;
2010.03;1,785;0,76;96,71;101,47;0,52;311651,6;
2010.04;1,7558;0,67;99,05;103,57;0,57;307083,5;
2010.05;1,8124;0,75;100,55;108,64;0,43;315988,4;
2010.06;1,8054;0,79;100,16;107,74;0;321023,2;
2010.07;1,7688;0,86;98,33;110,45;0,01;332454,2;
2010.08;1,7588;0,89;100,86;113,77;0,04;334225,6;
2010.09;1,7179;0,85;98,85;116,08;0,45;331255,9;
2010.10;1,6852;0,81;100,55;117,14;0,75;344963,8;
2010.11;1,71253;0,81;102,31;119,19;0,83;356707,5;
2010.12;1,692654545;0,93;102,59;122,67;0,63;355797,4;
2011.01;1,674114286;0,86;105,67;125,89;0,83;333255,6;
2011.02;1,6672;0,84;107,5;127,02;0,8;334982;
2011.03;1,6583;0,92;111,6;130,15;0,79;347879,6;
2011.04;1,5856;0,84;115,61;136,31;0,77;349049,3;
2011.05;1,6127;0,99;116,64;139,06;0,47;366256,2;
2011.06;1,5862;0,96;115,89;138,72;0,15;370951,2;
2011.07;1,5631;0,97;116,36;139,77;0,16;373143,3;
2011.08;1,5962;1,07;117,74;141,82;0,37;376769,3;
2011.09;1,749;0,94;115,43;141,04;0,53;361724,6;
2011.10;1,7719;0,88;114,91;140,4;0,43;378491;
2011.11;1,789725;0,86;115,12;136,68;0,52;389560,8;
2011.12;1,8362;0,91;116,25;133,27;0,5;391595,1;
2012.01;1,789013636;0,89;113,98;129,63;0,56;367215,4;
2012.02;1,717757895;0,75;115,38;128,66;0,45;367177,3;
2012.03;1,7947;0,82;117,41;130,67;0,21;392996,5;
2012.04;1,8542;0,71;118,73;133,19;0,64;381795,3;
2012.05;1,985386364;0,74;117,51;133,61;0,36;400281,3;
2012.06;2,04857;0,64;114,69;130,73;0,08;398714,5;
2012.07;2,02815;0,68;112,94;128,55;0,43;414617,4;
2012.08;2,028865217;0,69;111,99;128,59;0,41;419906,3;
2012.09;2,0275;0,54;113,31;127,63;0,57;393524,7;
2012.10;2,029281818;0,61;112,71;126,03;0,59;422672,1;
2012.11;2,067195;0,55;113,69;125,84;0,6;423816,4;
2012.12;2,07724;0,55;113,26;126,32;0,79;423195,9;
2013.01;2,030477273;0,6;113,8;126,97;0,86;414131,8;
2013.02;1,972677778;0,49;115,28;128,11;0,6;398645,4;
2013.03;1,98227;0,55;115,48;129,55;0,47;427409,8;
2013.04;2,001631818;0,61;116,52;128,09;0,55;438856,8;
2013.05;2,034266667;0,6;116,15;127,41;0,37;439054,2;
2013.06;2,172375;0,61;114,49;124,62;0,26;442857;
2013.07;2,25156087;0,72;112,89;122,46;0,03;458458,9;
2013.08;2,341595455;0,71;112,51;120,42;0,24;452862,2;
2013.09;2,2699;0,71;113,21;123,2;0,35;438766,7;
2013.10;2,188056522;0,81;112,19;123,28;0,57;466166;
2013.11;2,29471;0,72;113,08;122,71;0,54;465693,8;
2013.12;2,344861905;0,79;113,59;123,56;0,92;473552,5;
2014.01;2,381604545;0,85;111,04;123,3;0,55;455935;
2014.02;2,38309;0,79;112,13;119,9;0,69;450358,8;
2014.03;2,325494737;0,77;113,62;121,24;0,92;462159,8;
2014.04;2,231725;0,82;113,93;120,5;0,67;468767,5;
2014.05;2,220280952;0,87;113,18;121,7;0,46;473347,1;
2014.06;2,23486;0,82;114,04;122,5;0,4;458516,5;
2014.07;2,224021739;0,95;112,79;119,98;0,01;481994;
2014.08;2,26742381;0,87;112,73;119,46;0,25;477052,9;
2014.09;2,332254545;0,91;110,95;117,46;0,57;476520,6;
2014.10;2,447643478;0,95;110,5;114,44;0,42;493304,7;
2014.11;2,54823;0,84;110,4;112,4;0,51;489484,4;
2014.12;2,638736364;0,96;106,83;108,46;0,78;499867,7;
2015.01;2,633619048;0,94;105,04;101,79;1,24;472913,9;
2015.02;2,815838889;0,82;101,87;98,6;1,22;460156,7;
2015.03;3,138863636;1,04;98,29;97,09;1,32;501752,2;
2015.04;3,042595;0,95;100,5;93,6;0,71;486614,6;
2015.05;3,061075;0,99;100,68;93,11;0,74;483239,7;
2015.06;3,11112381;1,07;99,14;93,13;0,79;486647,5;
2015.07;3,222508696;1,18;98,49;93,34;0,62;502275,2;
2015.08;3,513695238;1,11;98,87;90,38;0,22;492505,7;
2015.09;3,905809524;1,11;96,74;88,5;0,54;496004,7;
2015.10;3,879504762;1,11;96,79;87,22;0,82;518828,9;
2015.11;3,7758;1,06;93,58;87,29;1,01;513819,8;
2015.12;3,870495455;1,16;94,1;83,8;0,96;521918,7;
2016.01;4,051715;1,06;91,38;80,69;1,27;490284;
2016.02;3,973115789;1;90,28;79,16;0,9;491011,7;
2016.03;3,703309091;1,16;88,93;78,64;0,43;516985,9;
2016.04;3,56524;1,06;91;80,63;0,61;508058,7;
2016.05;3,538685714;1,11;86,33;84,44;0,78;513267,5;
2016.06;3,423877273;1,16;88,38;85,92;0,35;536459,3;
2016.07;3,274710526;1,11;90,16;87,79;0,52;532947,8;
2016.08;3,209056522;1,22;90,73;89,79;0,44;534761,8;
2016.09;3,255771429;1,11;90,06;90,11;0,08;509975;
2016.10;3,1852;1,05;90,79;90,62;0,26;525162,7;
2016.11;3,3414;1,04;90,3;91,98;0,18;541530,7;
2016.12;3,35166818181818;1,12;90,5;93,54;0,3;565780,5;
2017.01;3,19598636363636;1,09;90,42;96,57;0,38;526564,7;
2017.02;3,10358888888889;0,87;92,28;97,08;0,33;514120,5;
2017.03;3,12733043478261;1,05;93,78;98,82;0,25;544312,9;
2017.04;3,13557222222222;0,79;95,26;97,3;0,14;525238,1;
2017.05;3,20870454545455;0,93;94,36;93,9;0,31;548887,7;
2017.06;3,29476666666667;0,81;94,1;92,54;-0,23;556787,6;
2017.07;3,2055380952381;0,8;93,29;90,68;0,24;557458,2;
2017.08;3,15031304347826;0,8;93,4;91,01;0,19;555578,7;
2017.09;3,13419;0,64;92,41;94,06;0,16;528871,2;
2017.10;3,1906380952381;0,64;94,43;96,34;0,42;549304,7;
2017.11;3,258735;0,57;95,38;94,8;0,28;566209,3;
2017.12;3,29131;0,54;96,63;96,9;0,44;588892,8;
2018.01;3,20998636363636;0,58;95,76;98,34;0,29;555644,6;
2018.02;3,24090555555556;0,47;98,3;99,23;0,32;528905,5;
2018.03;3,27861428571429;0,53;99,77;99,97;0,09;560120,7;
2018.04;3,4069;0,52;102,4;101,66;0,22;559359,8;
2018.05;3,63546190476191;0,52;101,76;100,76;0,4;547016,5;
2018.06;3,77257142857143;0,52;100,55;100,65;1,26;580697,8;
2018.07;3,82813636363636;0,54;99,91;101,66;0,33;583054,8;
2018.08;3,92915652173913;0,57;100,21;99,28;-0,09;582756,7;
2018.09;4,11594736842105;0,47;100,59;99,56;0,48;556776,6;
2018.10;3,75780454545455;0,54;99,72;100,9;0,45;591983,9;
2018.11;3,786015;0,49;99,63;99,74;-0,21;593926,9;
2018.12;3,88213636363636;0,49;101,4;98,25;0,15;603155,2;
2019.01;3,74105454545455;0,54;96,97;96,41;0,32;578452,6;
2019.02;3,723025;0,49;96,93;94,58;0,43;567984,5;
2019.03;3,84588421052632;0,47;97,3;96,32;0,75;579172,6;
2019.04;3,89555714285714;0,52;97,18;97,13;0,57;592916;
2019.05;4,00091818181818;0,54;98,16;97,6;0,13;604607,4;
2019.06;3,85822631578947;0,47;96,1;97,93;0,01;598283;
2019.07;3,77871304347826;0,57;98,37;99,12;0,19;627049,7;
2019.08;4,01938181818182;0,5;95,11;98,67;0,11;616157,6;
2019.09;4,1209;0,46;93,88;95,09;-0,04;614187,9;
2019.10;4,08638695652174;0,48;94,2;94,02;0,1;641340,1;
2019.11;4,154725;0,38;94,68;94,45;0,51;634826,2;
2019.12;4,10892380952381;0,37;94,4;93,64;1,15;646343,1;
2020.01;4,14886363636364;0,38;91,78;93,68;0,21;617747,2;
2020.02;4,34041111111111;0,29;91,8;93,87;0,25;609810,8;
2020.03;4,88321818181818;0,34;93,08;89,8;0,07;616335,3;
2020.04;5,324985;0,28;89,97;90,85;-0,31;555387,4;
2020.05;5,64285;0,24;86,07;82,43;-0,38;561628,4;
2020.06;5,19599523809524;0,21;89,36;83,29;0,26;591537,3;
2020.07;5,27959565217391;0,19;89,99;84,85;0,36;629700,9;
2020.08;5,46063333333333;0,16;89,63;87,37;0,24;625136,3;
2020.09;5,39888095238095;0,16;87,45;91,28;0,64;635263,9;
2020.10;5,62519047619048;0,16;87,22;93,05;0,86;661149;
2020.11;5,417235;0,15;84,89;92,51;0,89;665182,8;
2020.12;5,14494545454545;0,16;87,91;94,09;1,35;685042,6;
2021.01;5,3556;0,15;87,33;100,69;0,25;653790,4;
2021.02;5,41589444444444;0,13;88,02;106,18;0,86;676255;
2021.03;5,64554782608696;0,2;91,83;109,45;0,93;735993,6;
2021.04;5,561535;0,21;96,87;112,72;0,31;713652,1;
2021.05;5,29044761904762;0,27;98,65;116,12;0,83;712134,2;
2021.06;5,03130476190476;0,31;100,43;123,26;0,53;714893,3;
2021.07;5,15602727272727;0,36;101,92;124,07;0,96;743091,8;
2021.08;5,25112272727273;0,43;107,49;126,82;0,87;740615,1;
2021.09;5,27909047619048;0,44;106,23;121,64;1,16;745774,4;
2021.10;5,539375;0,49;108,44;120,97;1,25;755323;
2021.11;5,55626;0,59;112,25;117,64;0,95;771558,9;
2021.12;5,65060434782609;0,77;110,36;115,32;0,73;782833,5;
2022.01;5,53350476190476;0,73;112,76;118,36;0,54;722909,9;
2022.02;5,19597894736842;0,76;118,36;126,07;1,01;754147,4;
2022.03;4,96778181818182;0,93;119,17;130,79;1,62;838868;
2022.04;4,75741578947368;0,83;129,75;138,16;1,06;819727,6;
2022.05;4,95445;1,03;133,85;142,69;0,47;826052,1;
2022.06;5,04860952380952;1,02;134,67;143,69;0,67;826025,7;
2022.07;5,36747619047619;1,03;127,53;140,19;-0,68;852909,9;
2022.08;5,14269565217391;1,17;125,99;134,61;-0,36;854004,1;
2022.09;5,23635714285714;1,07;120,79;129,96;-0,29;836785,8;
2022.10;5,249695;1,02;119,58;128,76;0,59;877947,5;
2022.11;5,274055;1,02;120,97;127,81;0,41;879514,9;
2022.12;5,24183181818182;1,12;116,99;124,3;0,62;883886,2;
2023.01;5,20008181818182;1,12;118,56;124,99;0,53;812834,6;
2023.02;5,17108888888889;0,92;117,4;126;0,84;831277,6;
2023.03;5,21086086956522;1,17;118,13;124,51;0,71;938626,6;
2023.04;5,01913333333333;0,92;115,88;125,85;0,61;904116,9;
2023.05;4,98224090909091;1,12;115,2;123,71;0,23;903592,1;
2023.06;4,85096666666667;1,07;112,07;121,4;-0,08;893395,9;
2023.07;4,80023333333333;1,07;112,32;120,06;0,12;912281;
2023.08;4,90412083333333;1,14;109,23;120,72;0,23;923588,8;
2023.09;4,93639;0,97;107,68;122,58;0,26;905091,6;
2023.10;5,06424285714286;1;109,12;124,52;0,24;941314,9;
2023.11;4,897735;0,92;107,91;124,16;0,28;949208,9;
2023.12;4,89664;0,89;107,6;123,34;0,56;940816,4;
2024.01;4,91379545454545;0,97;105,45;123,52;0,42;887151,6;
2024.02;4,96378947368421;0,8;106,14;122,05;0,83;891740,3;
2024.03;4,979535;0,83;;;0,16;974816,5;
2024.04;5,12848636363636;0,89;;;;;
2024.05;;0,2;;;;;
